target_kw,mp_id,donor_mp_id,injected_daily_kwh,injected_peak_kw,night_noise_kwh_slot,recovered,donor_based
0.5,53628,52540,13.80488109588623,1.7971441745758057,0.5337,1,True
0.5,120027,64665,2.253319501876831,2.9783859252929688,11.2641,0,True
0.5,134355,89745,2.48919677734375,2.754239082336426,1.4352,0,True
0.5,53911,80759,6.538205146789551,1.19989013671875,0.2402,0,True
0.5,50922,124154,8.551192283630371,0.7749557495117188,0.4507,0,True
0.5,45390,53638,64.19563293457031,4.245417594909668,2.2261,0,True
0.5,42451,64501,1.4364807605743408,2.3581314086914062,0.6605,0,True
0.5,115938,64501,1.4593266248703003,2.5425989627838135,0.0,0,True
0.5,49688,52540,21.61717987060547,2.213405132293701,0.0104,0,True
0.5,109606,37255,1.5902820825576782,1.8777947425842285,0.0119,0,True
0.5,59324,63027,4.338414669036865,1.5381323099136353,0.0623,0,True
0.5,119204,39692,4.748597621917725,1.3731626272201538,0.0119,0,True
0.5,40596,80759,7.880678176879883,1.107903003692627,0.0267,1,True
0.5,108942,37255,1.4910895824432373,1.8777947425842285,0.0148,0,True
0.5,79328,89745,2.5580739974975586,2.200831413269043,0.0,0,True
0.5,43023,80759,8.308772087097168,1.073627233505249,0.003,0,True
0.5,43886,38247,1.6301801204681396,2.607572317123413,0.0297,0,True
0.5,130959,80759,7.765793323516846,1.1427981853485107,0.003,0,True
0.5,81628,39692,4.379830360412598,1.3053759336471558,0.0,0,True
0.5,103625,64501,1.4138613939285278,2.4916574954986572,0.0119,0,True
0.5,139899,94429,1.2622092962265015,2.3895108699798584,0.0089,0,True
0.5,50750,72042,1.6422842741012573,1.5274579524993896,0.0089,0,True
0.5,60129,122261,2.0834474563598633,1.8377169370651245,0.0074,0,True
0.5,50906,52540,15.376336097717285,2.03110408782959,0.0,0,True
0.5,62671,89745,2.8131561279296875,2.200831174850464,0.0208,0,True
0.5,80891,64501,1.352706789970398,2.473266839981079,0.0341,0,True
0.5,108740,134329,4.445714473724365,1.5553090572357178,0.0104,0,True
0.5,86463,53638,83.99827575683594,4.996823787689209,0.0504,1,True
0.5,57713,52540,20.560853958129883,1.867220163345337,0.0044,0,True
0.5,143363,64665,2.0913078784942627,2.980283737182617,0.0119,0,True
0.5,40306,135734,2.4051480293273926,1.2593005895614624,0.0,0,True
0.5,45975,64501,1.340035319328308,2.358132839202881,0.0252,0,True
0.5,48676,39692,4.295055866241455,1.3263370990753174,0.003,1,True
0.5,97973,39692,4.102869033813477,1.3106008768081665,0.0119,1,True
0.5,85829,64501,1.3676867485046387,2.473266839981079,0.0015,0,True
0.5,86608,64665,2.1172597408294678,3.023254632949829,0.0133,0,True
0.5,115972,38247,1.736057996749878,2.7198827266693115,0.0089,0,True
0.5,36996,135734,2.6233694553375244,1.136739730834961,0.0178,0,True
0.5,39619,53638,75.50161743164062,4.416550636291504,0.003,0,True
0.5,54528,52540,17.92157554626465,2.0815818309783936,0.0074,0,True
0.5,54506,64665,1.9051954746246338,3.023254871368408,0.0015,0,True
0.5,42564,72042,1.9215930700302124,1.3774341344833374,0.0148,0,True
0.5,98956,64501,1.3944536447525024,2.473938226699829,0.0089,0,True
0.5,54310,136990,3.3051295280456543,2.368000030517578,0.0104,0,True
0.5,44226,53638,79.8019790649414,4.416551113128662,0.0133,1,True
0.5,39749,80759,7.5544114112854,1.1427981853485107,0.0067,0,True
0.5,146626,52540,34.97536849975586,2.6699578762054443,0.0044,0,True
0.5,38241,38247,2.127138137817383,2.533020257949829,0.0193,0,True
0.5,117851,64665,2.0415098667144775,3.0113563537597656,0.0178,0,True
0.5,144150,37255,1.4463883638381958,1.7592493295669556,0.0059,0,True
0.5,144891,72042,1.6165289878845215,1.5949032306671143,0.0074,0,True
0.5,42735,37255,1.699556827545166,1.7621582746505737,0.0089,0,True
0.5,46633,80759,7.051290988922119,1.073627233505249,0.0059,0,True
0.5,126705,135734,2.3660154342651367,1.178972840309143,0.0,0,True
0.5,85104,134329,4.569375514984131,1.485206127166748,0.0044,0,True
0.5,93082,53638,79.07072448730469,4.5368170738220215,0.0119,1,True
0.5,137648,94429,1.3088874816894531,2.4371609687805176,0.0133,0,True
0.5,42224,94429,1.4010396003723145,2.3895106315612793,0.0104,0,True
0.5,49541,134329,4.314793586730957,1.4852062463760376,0.0934,0,True
0.5,89262,64501,1.2705609798431396,2.4732666015625,0.0119,0,True
0.5,36788,80759,8.403814315795898,1.1022226810455322,0.0059,0,True
