target_kw,mp_id,donor_mp_id,injected_daily_kwh,injected_peak_kw,night_noise_kwh_slot,recovered,donor_based
0.5,53638,46952,2.3765671253204346,0.5855140686035156,1.1842,0,True
0.5,49688,39692,3.718433380126953,0.6209901571273804,0.0089,1,True
0.5,150072,94429,1.2119032144546509,0.5211111307144165,0.0074,1,True
0.5,109606,94429,1.201185703277588,0.5202221870422363,0.0074,1,True
0.5,59324,46952,2.247793197631836,0.5825868248939514,0.0593,1,True
0.5,119204,122261,2.4494035243988037,0.5073418021202087,0.0,1,True
0.5,152249,94429,1.1814112663269043,0.5166666507720947,0.0163,1,True
0.5,40596,39692,3.781363010406494,0.6218324899673462,0.0178,1,True
0.5,108942,94429,1.1606934070587158,0.5202221870422363,0.0474,1,True
0.5,79328,94429,1.1867984533309937,0.5371111035346985,0.0044,1,True
0.5,43023,128655,1.7753669023513794,0.5475256443023682,0.0015,1,True
0.5,160281,154455,6.610612869262695,0.6171563863754272,0.0074,1,True
0.5,146154,72042,1.5680967569351196,0.5073631405830383,0.0089,1,True
0.5,151620,72042,1.5651286840438843,0.5145102143287659,0.0104,1,True
0.5,43886,134329,4.142385005950928,0.5381997227668762,0.0371,1,True
0.5,161721,128655,1.7581130266189575,0.5603333115577698,0.0133,1,True
0.5,130959,128655,1.6978548765182495,0.5607779026031494,0.0015,1,True
0.5,81628,63027,4.287290096282959,0.5159138441085815,0.0,1,True
0.5,103625,134329,4.324703693389893,0.5325769186019897,0.0089,1,True
0.5,139899,134329,4.548748016357422,0.5341842174530029,0.0089,1,True
0.5,50750,130287,1.1027419567108154,0.5008889436721802,0.0074,1,True
0.5,153523,63027,4.152032375335693,0.5156580805778503,0.0089,1,True
0.5,60129,128655,1.6961290836334229,0.5603333711624146,0.0044,1,True
0.5,50906,94429,1.2057418823242188,0.5130000114440918,0.0015,1,True
0.5,62671,94429,1.1691129207611084,0.5228888988494873,0.0341,1,True
0.5,161592,128655,1.6316614151000977,0.5603333711624146,0.003,0,True
0.5,80891,130287,1.0597419738769531,0.495555579662323,0.0311,1,True
0.5,152801,39692,3.8290560245513916,0.6220492124557495,0.0089,1,True
0.5,108740,63027,4.269967555999756,0.513877272605896,0.0119,1,True
0.5,86463,134329,4.306692600250244,0.522399365901947,0.0104,1,True
0.5,57713,134329,4.030943393707275,0.5341842174530029,0.0059,1,True
0.5,37255,130287,1.1081613302230835,0.5,0.0015,1,True
0.5,143363,154455,7.282435417175293,0.6171563863754272,0.0148,1,True
0.5,40306,128655,1.7479195594787598,0.5616666078567505,0.0,1,True
0.5,45975,128655,1.7365483045578003,0.5536667108535767,0.0193,1,True
0.5,135101,134329,4.441876411437988,0.5159187912940979,0.0044,1,True
0.5,48676,94429,1.1747338771820068,0.5202221870422363,0.003,1,True
0.5,97973,134329,4.799557209014893,0.5323178768157959,0.0163,1,True
0.5,85829,39692,3.8484270572662354,0.6661441922187805,0.0,1,True
0.5,86608,130287,1.0461289882659912,0.5035001039505005,0.0119,1,True
0.5,115972,46952,2.6529674530029297,0.5825867652893066,0.0059,1,True
0.5,36996,154455,7.758355140686035,0.6079378128051758,0.0193,0,True
0.5,39619,46952,2.143967628479004,0.580417275428772,0.003,1,True
0.5,54528,94429,1.17776620388031,0.5228888988494873,0.0089,1,True
0.5,54506,63027,4.142322540283203,0.5143887996673584,0.003,1,True
0.5,42564,63027,4.277161121368408,0.5156580209732056,0.0148,1,True
0.5,98956,134329,4.432490348815918,0.5342756509780884,0.0104,1,True
0.5,54310,154455,6.728822231292725,0.6079378128051758,0.0104,0,True
0.5,44226,154455,7.343166828155518,0.6183241605758667,0.017,1,True
0.5,150147,46952,2.2254838943481445,0.6066343188285828,0.0059,1,True
0.5,39749,130287,1.031516194343567,0.5,0.0074,1,True
0.5,38241,94429,1.176708459854126,0.5188888907432556,0.0159,1,True
0.5,117851,63027,4.1376776695251465,0.5152546167373657,0.0163,1,True
0.5,144150,46952,2.4414515495300293,0.580417275428772,0.0052,1,True
0.5,144891,154455,6.330258369445801,0.6281043291091919,0.0074,1,True
0.5,42735,128655,1.6409999132156372,0.5603333711624146,0.0089,1,True
0.5,46633,134329,4.433656215667725,0.5323178768157959,0.0074,1,True
0.5,126705,72042,1.7227741479873657,0.5073631405830383,0.0,1,True
0.5,85104,39692,3.6706290245056152,0.6042318344116211,0.0015,1,True
0.5,159411,63027,4.273322105407715,0.5149339437484741,0.0163,1,True
0.5,93082,130287,1.0764840841293335,0.5035000443458557,0.0104,1,True
0.5,137648,128655,1.7131775617599487,0.5603333711624146,0.0104,1,True
0.5,42224,39692,3.7807164192199707,0.6425473690032959,0.0,1,True
0.5,49541,63027,3.8687424659729004,0.5160131454467773,0.0074,1,True
0.5,89262,63027,4.135483741760254,0.5143887400627136,0.0119,1,True
0.5,36788,130287,1.0561614036560059,0.501000165939331,0.0059,1,True
0.5,164455,128655,1.6854356527328491,0.5699772834777832,0.0252,1,True
0.5,165539,154455,7.186661243438721,0.5996495485305786,0.0148,1,True
0.5,136911,130287,1.0363225936889648,0.5,0.0178,1,True
0.5,99224,94429,1.1535322666168213,0.5388888716697693,0.0,1,True
0.5,100701,128655,1.6696292161941528,0.5536667108535767,0.003,1,True
0.5,116338,130287,1.106709599494934,0.5085000395774841,0.0044,1,True
0.5,132786,134329,4.050400733947754,0.5325769186019897,0.0074,1,True
0.5,106235,128655,1.7114355564117432,0.5699772834777832,0.0089,1,True
0.5,122375,122261,2.0130646228790283,0.5153846740722656,0.0,1,True
0.5,139290,130287,1.077903389930725,0.5008889436721802,0.0163,1,True
0.5,56566,63027,4.0041937828063965,0.5152546763420105,0.0,1,True
0.5,121879,128655,1.5523710250854492,0.5486153364181519,0.0163,1,True
0.5,139749,94429,1.1689515113830566,0.5211111307144165,0.0,1,True
0.5,152163,122261,2.1970322132110596,0.5196923017501831,0.0104,1,True
0.5,98336,154455,7.041402816772461,0.5900895595550537,0.0015,1,True
0.5,134077,63027,4.283290386199951,0.5147550106048584,0.0282,1,True
0.5,64048,39692,3.950798749923706,0.6374616622924805,0.0089,1,True
0.5,86637,63027,4.13245153427124,0.5159138441085815,0.0148,1,True
0.5,43571,154455,8.248467445373535,0.6323974132537842,0.0015,0,True
0.5,132675,130287,1.0480321645736694,0.5035001039505005,0.0104,1,True
0.5,156399,134329,4.255497455596924,0.5232781767845154,0.0089,1,True
0.5,133664,39692,3.6049513816833496,0.6042317748069763,0.0341,1,True
0.5,142978,72042,1.7412254810333252,0.5158578753471375,0.0074,1,True
0.5,170785,130287,1.1202257871627808,0.5008889436721802,0.0163,1,True
0.5,36113,128655,1.5897258520126343,0.5536667108535767,0.0148,1,True
0.5,114901,94429,1.1685000658035278,0.5388889312744141,0.0074,1,True
0.5,170545,94429,1.1952581405639648,0.5371111035346985,0.0119,1,True
0.5,154557,46952,2.251225709915161,0.5671008825302124,0.0074,1,True
0.5,144892,130287,1.0769355297088623,0.5,0.0,1,True
