plz,n_buildings,n_hotwater_hp,n_separate_wpb,n_known,n_small_air_boiler,gwr_hp_rate,gwr_separate_wpb_rate,gwr_hp_rate_known,gwr_hp_rate_including_small_air
5625,132,46,3,132,0,0.3484848484848485,0.022727272727272728,0.3484848484848485,0.3484848484848485
5626,315,83,5,314,0,0.2634920634920635,0.015873015873015872,0.2643312101910828,0.2634920634920635
5627,197,41,0,197,0,0.20812182741116753,0.0,0.20812182741116753,0.20812182741116753
5628,426,142,4,424,0,0.3333333333333333,0.009389671361502348,0.33490566037735847,0.3333333333333333
5630,1640,352,8,1637,0,0.2146341463414634,0.004878048780487805,0.21502748930971288,0.2146341463414634
5632,408,27,3,408,0,0.0661764705882353,0.007352941176470588,0.0661764705882353,0.0661764705882353
5634,721,225,2,717,0,0.3120665742024965,0.0027739251040221915,0.3138075313807531,0.3120665742024965
5636,211,70,3,211,0,0.33175355450236965,0.014218009478672985,0.33175355450236965,0.33175355450236965
5637,383,118,3,382,0,0.30809399477806787,0.007832898172323759,0.3089005235602094,0.30809399477806787
5642,327,77,1,322,0,0.23547400611620795,0.0030581039755351682,0.2391304347826087,0.23547400611620795
5643,833,249,2,831,0,0.29891956782713086,0.0024009603841536613,0.2996389891696751,0.29891956782713086
5644,485,154,1,482,0,0.31752577319587627,0.002061855670103093,0.31950207468879666,0.31752577319587627
5645,147,60,0,147,0,0.40816326530612246,0.0,0.40816326530612246,0.40816326530612246
5646,232,76,0,231,0,0.3275862068965517,0.0,0.329004329004329,0.3275862068965517
5647,373,120,1,370,0,0.32171581769436997,0.002680965147453083,0.32432432432432434,0.32171581769436997
5702,1192,244,7,1190,0,0.20469798657718122,0.00587248322147651,0.20504201680672268,0.20469798657718122
5703,1391,356,16,1389,0,0.2559309849029475,0.011502516175413372,0.25629949604031677,0.2559309849029475
5704,457,62,3,456,0,0.13566739606126915,0.006564551422319475,0.13596491228070176,0.13566739606126915
5705,279,80,4,278,0,0.2867383512544803,0.014336917562724014,0.28776978417266186,0.2867383512544803
5706,508,107,3,476,0,0.2106299212598425,0.005905511811023622,0.22478991596638656,0.2106299212598425
5707,1034,360,10,1032,0,0.3481624758220503,0.009671179883945842,0.3488372093023256,0.3481624758220503
5708,381,93,3,381,0,0.2440944881889764,0.007874015748031496,0.2440944881889764,0.2440944881889764
5712,1096,335,5,1093,0,0.3056569343065693,0.004562043795620438,0.30649588289112534,0.3056569343065693
5722,2056,382,12,2049,0,0.1857976653696498,0.005836575875486381,0.18643240605173256,0.1857976653696498
5723,524,100,2,521,0,0.19083969465648856,0.003816793893129771,0.19193857965451055,0.19083969465648856
5724,450,134,2,449,0,0.29777777777777775,0.0044444444444444444,0.2984409799554566,0.29777777777777775
