mp_id,imp_kwh,imp_days,imp_night_kwh,exp_kwh,exp_days,exp_midday_days,best_summer_days,best_summer_midday_days,peak_slot_med
10841,3089.344970703125,1270,503.28000354766846,0.0,1270,0,0,0,
10844,6480.522064208984,1270,537.5680065155029,0.0,1270,0,0,0,
10845,4058.1209411621094,1270,254.0389986038208,0.0,1270,0,0,0,
10850,1621.0560111999512,1270,689.6200065612793,0.0,1270,0,0,0,
10857,372.31400203704834,1270,23.55599957704544,0.0,1270,0,0,0,
10869,3834.419990539551,1270,376.3169946670532,0.0,1270,0,0,0,
10872,4458.831008911133,1270,403.12099838256836,0.0,1270,0,0,0,
10873,1658.9009952545166,1270,91.9880018234253,0.0,1270,0,0,0,
108794,4153.724006652832,1270,294.4890019893646,0.0020000000949949026,1270,0,0,0,83.5
10880,1535.6980056762695,1270,118.75200080871582,0.0,1270,0,0,0,
10887,5361.7489013671875,1270,301.69099712371826,0.0,1270,0,0,0,
10889,602.4039977788925,1270,52.1899995803833,0.0,1270,0,0,0,
10893,2456.6499786376953,1270,328.90099716186523,0.0,1270,0,0,0,
108937,2647.7200508117676,1239,136.69699621200562,0.0,1239,0,0,0,
10895,4876.938056945801,1270,498.8009977340698,0.0,1270,0,0,0,
10898,229.23099939525127,1270,12.157999038696289,0.0,1270,0,0,0,
10899,1130.8360290527344,1270,74.40199825167656,0.0,1270,0,0,0,
10902,1499.6119995117188,1270,143.76500010490417,0.0,1270,0,0,0,
10903,3573.7079467773438,1270,640.5449981689453,0.0,1270,0,0,0,
109056,9392.98306274414,1270,1421.4629964828491,0.0,1270,0,0,0,
109057,3518.5299911499023,1270,190.87900376319885,0.0,1270,0,0,0,
109072,13806.247024536133,1239,958.1920118331909,0.0,1239,0,0,0,
109073,33241.532974243164,1239,5490.833990097046,0.0,1239,0,0,0,
109078,3002.940990447998,1270,235.03099834918976,0.0010000000474974513,1270,0,0,0,43.0
10908,1310.6620111465454,1270,140.9160043001175,0.0,1270,0,0,0,
109080,2272.800015449524,1270,199.89599800109863,0.0,1270,0,0,0,
109082,4620.833984375,1270,331.62700271606445,0.0,1270,0,0,0,
109085,3886.4319915771484,1270,267.23499822616577,0.0,1270,0,0,0,
109086,2086.4560012817383,1270,141.92199850082397,0.0,1270,0,0,0,
109087,12062.925033569336,1270,519.9290008544922,0.0,1270,0,0,0,
109090,10858.770904541016,783,1201.6650009155273,0.0,783,0,0,0,
10910,1336.5740089416504,1270,53.86700025200844,0.0,1270,0,0,0,
