mp_id,imp_kwh,imp_days,imp_night_kwh,exp_kwh,exp_days,exp_midday_days,best_summer_days,best_summer_midday_days,peak_slot_med
35239,4669.340980529785,1239,463.88798904418945,0.0,1239,0,0,0,
35240,86353.97589111328,1239,20420.62905883789,0.0,1239,0,0,0,
35241,5329.339019775391,1239,251.58599948883057,0.0,1239,0,0,0,
35242,15386.522933959961,1239,1716.9150161743164,0.0,1239,0,0,0,
35243,4310.116012573242,1239,202.64500093460083,0.0,1239,0,0,0,
35244,2948.3709716796875,1239,136.5050024986267,0.0,1239,0,0,0,
35245,3444.5310077667236,1239,307.50999987125397,0.0,1239,0,0,0,
35246,8601.462051391602,1239,293.7560033798218,0.0,1239,0,0,0,
35247,8499.342971801758,1239,542.4120006561279,0.0,1239,0,0,0,
35248,8921.15805053711,1239,893.9939994812012,0.0,1239,0,0,0,
35249,2516.712989807129,1239,198.49699783325195,0.0,1239,0,0,0,
35250,13465.34994506836,1239,834.5499973297119,0.0,1239,0,0,0,
35251,26910.862928390503,1239,3049.478002548218,0.0,1239,0,0,0,
35253,6577.289970397949,1239,464.3800001144409,0.0,1239,0,0,0,
35254,9015.925117492676,1239,1460.1999945640564,0.0,1239,0,0,0,
35255,25012.845092773438,1239,2466.805004119873,0.0,1239,0,0,0,
35256,33292.44591522217,1239,4959.642069339752,0.0,1239,0,0,0,
35257,31041.90692138672,1239,4823.1350202560425,0.0,1239,0,0,0,
35258,4205.152992248535,1239,185.70799946784973,0.0,1239,0,0,0,
35265,12032.088916301727,1239,1547.504997074604,26162.974860191345,1239,1077,123,123,50.0
35266,11442.74690246582,1270,894.9959955215454,0.0,1270,0,0,0,
35267,4231.231983184814,1270,196.78799772262573,0.0,1270,0,0,0,
35268,19263.38515472412,1239,974.8890051841736,0.0,1239,0,0,0,
35270,62279.212631225586,1239,6503.749050140381,0.0,1239,0,0,0,
35271,37893.920959472656,1239,6410.714042663574,0.0,1239,0,0,0,
35272,43869.2802772522,1239,4805.111994981766,0.0,1239,0,0,0,
35285,3879.2280311584473,1270,344.871994972229,0.0,1270,0,0,0,
35287,6937.390998840332,1239,261.0389976501465,0.0,1239,0,0,0,
35288,4545.397026062012,1239,213.94700241088867,0.0,1239,0,0,0,
35289,5029.955001831055,1239,273.6540026664734,0.0,1239,0,0,0,
35290,153.1700038909912,1239,17.007000207901,0.0,1239,0,0,0,
35291,16270.681945800781,1270,1224.1639938354492,4.817999839782715,1270,0,0,0,31.25
35325,308.16600811481476,327,35.967002264689654,0.0,327,0,0,0,
35326,28811.753051757812,1239,3370.6170291900635,0.0,1239,0,0,0,
35327,124922.88012695312,1270,12973.506973266602,0.0,1270,0,0,0,
35328,40043.28338623047,1239,4827.337995529175,0.0,1239,0,0,0,
35329,12613.657043457031,1270,707.9620056152344,0.0,1270,0,0,0,
35330,8529.276992797852,1270,565.8929977416992,0.0,1270,0,0,0,
35331,4689.2090492248535,1270,373.7619981765747,0.0,1270,0,0,0,
35332,6599.79606628418,1270,370.5599932670593,0.0,1270,0,0,0,
35333,6687.808044433594,1270,315.9389991760254,0.0,1270,0,0,0,
35334,9505.645095825195,1270,741.7460041046143,0.0,1270,0,0,0,
35335,22289.712890625,1270,1138.4500045776367,0.0,1270,0,0,0,
35336,10734.352035522461,1270,861.2480163574219,0.0,1270,0,0,0,
35337,11355.010963439941,1239,1269.756004333496,10984.585056424141,1239,920,123,122,50.0
35338,40336.33923339844,1239,5659.243984222412,0.0,1239,0,0,0,
35339,16586.25909423828,1239,1210.1610050201416,0.0,1239,0,0,0,
35340,41339.475814819336,1239,4915.110043525696,0.0,1239,0,0,0,
35341,67499.30334472656,1239,12147.894981384277,0.0,1239,0,0,0,
35342,59183.90789794922,1239,4731.400959014893,0.0,1239,0,0,0,
35343,11241.422958374023,1239,558.1309947967529,0.0,1239,0,0,0,
35344,3938.884990811348,1239,189.3140005171299,0.0,1239,0,0,0,
35345,4121.759001255035,1239,208.84800100326538,0.0,1239,0,0,0,
35346,16914.253936767578,1239,1941.1459922790527,0.0,1239,0,0,0,
35347,702.9520263671875,31,84.63700103759766,0.0,31,0,0,0,
35348,6243.666030883789,1239,485.8909959793091,0.0,1239,0,0,0,
35349,53588.72967529297,1239,8476.760990142822,0.0,1239,0,0,0,
35350,24651.481842041016,1239,4590.744998931885,0.0,1239,0,0,0,
35365,15358.588027954102,1270,1003.0780010223389,0.0,1270,0,0,0,
35366,12061.323978424072,1270,928.5060020685196,0.0,1270,0,0,0,
35367,1284.2219904661179,813,142.82699863612652,1035.85595703125,813,15,0,0,51.0
35368,15804.008026123047,966,1120.719985961914,0.0,966,0,0,0,
35369,38379.99301147461,1270,4568.252983093262,0.0,1270,0,0,0,
35370,36.483001470565796,1239,9.636000528931618,34162.21408843994,1239,1176,123,123,53.0
35371,3881.9599609375,143,369.10999298095703,0.0,143,0,0,0,
35372,11263.22494506836,1270,869.0160055160522,0.0,1270,0,0,0,
35373,4709.021991729736,1270,383.6519935131073,0.0,1270,0,0,0,
35374,8053.799987792969,1270,342.7950077056885,0.0,1270,0,0,0,
35375,41706.331115722656,1270,3683.3869857788086,0.0,1270,0,0,0,
35376,10743.479276612401,1270,220.33799481391907,0.0,1270,0,0,0,
35377,2547.972969055176,1270,203.77799654006958,0.0,1270,0,0,0,
35378,5874.62296295166,1270,566.8500018119812,0.0,1270,0,0,0,
35379,6022.701995849609,1270,346.74000120162964,0.0,1270,0,0,0,
35380,5469.618980407715,1270,441.87699794769287,0.0,1270,0,0,0,
35381,3958.401008605957,1270,137.91199958324432,0.0,1270,0,0,0,
35382,3940.753002166748,1270,249.71899724006653,0.0,1270,0,0,0,
35383,1526.203010559082,1270,97.0829998254776,0.0,1270,0,0,0,
35384,6877.18896484375,1270,338.7849974632263,0.0,1270,0,0,0,
35385,1778.4000263214111,1270,130.9929999113083,0.0,1270,0,0,0,
35386,2626.6709995269775,1270,172.80899834632874,0.0020000000949949026,1270,0,0,0,77.0
35387,8699.81901550293,1270,298.3299968242645,0.0,1270,0,0,0,
35388,21037.50894165039,1270,3079.155990600586,0.0,1270,0,0,0,
35389,22996.696838378906,1270,4961.966999053955,0.0,1270,0,0,0,
35390,22520.392868041992,1270,1895.0959978103638,0.0,1270,0,0,0,
35391,11012.641967773438,418,1188.7029991149902,0.0,418,0,0,0,
35392,33994.708984375,1239,5567.019968986511,0.0,1239,0,0,0,
35394,69314.18222045898,1239,18813.82393836975,0.0,1239,0,0,0,
35395,31555.733123779297,631,1945.804988861084,0.0,631,0,0,0,
35396,11346.759002685547,1239,942.3249979019165,0.0,1239,0,0,0,
35397,17351.757934570312,1239,1454.5849990844727,0.0,1239,0,0,0,
35398,28356.289001464844,1239,2186.8480072021484,0.0,1239,0,0,0,
35399,5824.312015533447,1239,635.9770066738129,0.0,1239,0,0,0,
35400,74425.56903076172,1239,9780.837005615234,0.0,1239,0,0,0,
35402,13155.070014953613,1239,1569.1759929656982,0.0,1239,0,0,0,
35403,41643.768157958984,1239,7455.487022399902,0.0,1239,0,0,0,
35404,48103.762939453125,1239,10128.144058227539,0.0,1239,0,0,0,
35405,2560.376007080078,143,269.79100227355957,0.0,143,0,0,0,
35425,59203.08288574219,1270,5703.979965209961,0.0,1270,0,0,0,
35426,25708.72006225586,1270,1781.9800033569336,0.0,1270,0,0,0,
35427,45445.38186645508,1270,5501.862022399902,0.0,1270,0,0,0,
35428,8653.09001159668,1270,1101.0330209732056,0.0,1270,0,0,0,
35429,20231.774017333984,1270,3716.7599906921387,0.0,1270,0,0,0,
35430,22016.270038604736,1239,3137.346004486084,21352.777994155884,1239,1118,123,123,50.0
35431,10320.929901123047,1270,595.9370058774948,0.0,1270,0,0,0,
35432,10402.32703781128,1270,663.5370026230812,0.0,1270,0,0,0,
35433,1564.596995830536,1270,124.67699918150902,0.0,1270,0,0,0,
35434,1614.5430173277855,1270,139.3780021648854,0.0,1270,0,0,0,
35435,2712.7739918231964,1270,284.23499980568886,0.0,1270,0,0,0,
35436,17922.48910522461,418,4347.92000579834,0.0,418,0,0,0,
35437,79499.31088256836,1270,10453.56999206543,0.0,1270,0,0,0,
35438,33939.40231323242,1270,4590.760974884033,0.0,1270,0,0,0,
35439,21941.826942443848,1270,1950.0859928131104,0.0,1270,0,0,0,
35440,28374.674911499023,1239,2807.806975364685,25556.280799865723,1239,1145,123,123,49.0
35441,20540.419914245605,1239,2259.007014274597,11834.742092132568,1239,929,123,120,48.0
35442,18202.26498413086,1239,1579.9920024871826,0.0,1239,0,0,0,
35443,7459.159973144531,1239,337.30199909210205,0.0,1239,0,0,0,
35444,7580.611999511719,1239,446.69200229644775,0.0,1239,0,0,0,
35445,24680.340881347656,1239,4220.0990200042725,0.0,1239,0,0,0,
35446,68995.15444946289,1239,33298.238901138306,0.0,1239,0,0,0,
35447,28315.56195831299,1239,3292.971001625061,0.0,1239,0,0,0,
35448,22826.393951416016,1239,4366.129991531372,0.17300000763498247,1239,0,0,0,49.0
35449,21912.850036621094,1239,2334.5090141296387,295.08100084401667,1239,166,123,76,50.0
35450,3921.28515625,59,435.8459930419922,0.0,59,0,0,0,
35451,42850.87795257568,1239,6414.035995483398,0.0,1239,0,0,0,
35452,13090.298942565918,1239,954.2579908370972,0.0,1239,0,0,0,
35453,16919.917053222656,1239,1290.3900051116943,0.0,1239,0,0,0,
35454,19591.207153320312,843,2457.7629680633545,0.0,843,0,0,0,
35485,28417.06707763672,1270,10243.267986297607,0.0,1270,0,0,0,
35486,38601.585388183594,1270,3843.4499740600586,0.0,1270,0,0,0,
35487,47960.23516845703,1270,6065.5419998168945,0.0,1270,0,0,0,
35488,30202.590057373047,1270,2989.517002105713,0.0,1270,0,0,0,
35489,33479.17523956299,1270,4624.1200342178345,0.0,1270,0,0,0,
35490,19113.31610107422,1270,1500.666986465454,0.0,1270,0,0,0,
35491,4692.054979324341,1270,374.2429974079132,0.0,1270,0,0,0,
35492,11237.203994750977,1270,1670.3619937896729,0.0,1270,0,0,0,
35493,19507.416870117188,1270,1609.6399993896484,0.0,1270,0,0,0,
35494,27893.753021240234,1239,3413.3810119628906,0.0,1239,0,0,0,
35495,13654.4150390625,1239,2704.706003189087,0.0,1239,0,0,0,
35496,26445.97592163086,1239,6699.02201461792,0.0,1239,0,0,0,
35497,23802.15707397461,1239,3813.9390087127686,0.0,1239,0,0,0,
35498,3651.9959754943848,1239,388.2549991607666,0.0,1239,0,0,0,
35499,13570.309020996094,1239,2439.2530183792114,0.0,1239,0,0,0,
35500,45943.245429039,1239,14175.783849477768,0.0,1239,0,0,0,
35501,31599.748016357422,1239,5482.424995422363,0.0,1239,0,0,0,
35502,25254.694061279297,1239,2192.820999145508,0.0,1239,0,0,0,
35503,11291.885986328125,1239,2487.5359745025635,0.0,1239,0,0,0,
35504,12518.133911132812,1239,2198.4619932174683,0.0,1239,0,0,0,
35505,32289.068115234375,1239,3868.074993133545,0.0,1239,0,0,0,
35506,4581.861968994141,113,590.390998840332,0.0,113,0,0,0,
35507,21106.903854370117,1239,1889.5600051879883,0.0,1239,0,0,0,
35508,7166.424057006836,1239,345.0849976539612,0.0,1239,0,0,0,
35510,656170.2970581055,1239,63337.11951446533,0.0,1239,0,0,0,
35511,101510.65441894531,1239,6040.168003082275,0.0,1239,0,0,0,
35545,21502.923126220703,874,2597.7759971618652,0.0,874,0,0,0,
35548,37484.99362182617,1270,4243.722961425781,0.0,1270,0,0,0,
35549,33006.61096191406,1270,3658.188995361328,0.0,1270,0,0,0,
35550,31711.707229614258,1270,4259.338984489441,0.0,1270,0,0,0,
35551,8844.682067871094,235,1322.745002746582,0.0,235,0,0,0,
35552,2161.1640014648438,448,98.70399928092957,0.0,448,0,0,0,
35553,2965.628032684326,540,212.97900521755219,0.0,540,0,0,0,
35554,590.6890087127686,296,48.324001014232635,0.0,296,0,0,0,
35555,4731.756988525391,327,417.88400650024414,0.0,327,0,0,0,
35556,1736.6769714355469,296,175.69000148773193,0.5380000099539757,296,0,0,0,50.0
35557,17167.31381225586,601,1831.955020904541,0.0,601,0,0,0,
35558,1568.425048828125,31,145.2270050048828,0.39399999380111694,31,0,0,0,53.5
35559,5105.605018615723,1270,328.16400241851807,0.0,1270,0,0,0,
35560,27463.58905029297,1270,3218.9889907836914,0.0,1270,0,0,0,
35561,73464.21127319336,1239,18082.066093444824,0.0,1239,0,0,0,
35562,18490.35199737549,1270,3605.2670097351074,0.0,1270,0,0,0,
35563,60970.76431274414,1270,14606.136169433594,0.0,1270,0,0,0,
35564,9175.350002288818,1270,1704.0089931488037,0.0,1270,0,0,0,
35565,20293.519958496094,1270,3185.2550086975098,0.005000000353902578,1270,0,0,0,75.0
35567,31091.586975097656,1270,5580.303020477295,0.0,1270,0,0,0,
35568,13545.46809387207,1270,1189.6439952850342,0.0,1270,0,0,0,
35569,32182.541961669922,1270,8749.623016357422,0.0,1270,0,0,0,
35570,21315.148010253906,1239,977.5139980316162,0.0,1239,0,0,0,
35571,67464.87796020508,1239,23212.20380306244,0.0,1239,0,0,0,
35573,0.6709999958984554,1239,0.0,0.0,1239,0,0,0,
35574,17248.541961669922,1239,1066.7760047912598,0.0,1239,0,0,0,
35575,3978.1529502868652,1239,324.8429970741272,0.0,1239,0,0,0,
35576,27562.311935424805,1239,3245.300012588501,0.0,1239,0,0,0,
35577,12858.813018798828,1239,1868.4669961929321,0.0,1239,0,0,0,
35578,7806.762054443359,235,764.5529909133911,0.0020000000949949026,235,0,0,0,51.5
35579,66374.18789672852,1239,15251.439916610718,0.0,1239,0,0,0,
35580,13260.668869018555,1239,3027.33504486084,0.0,1239,0,0,0,
35581,20072.11407470703,1239,2293.5999698638916,0.0,1239,0,0,0,
35582,10423.926940917969,1239,842.8809995651245,0.0,1239,0,0,0,
35583,28063.343063354492,1239,2780.9840154647827,0.0,1239,0,0,0,
35584,26306.156982421875,1239,2391.2709922790527,0.0,1239,0,0,0,
35585,16218.829003334045,1239,977.9739890098572,0.0,1239,0,0,0,
35625,12626.164993286133,1270,1287.2190144062042,0.0,1270,0,0,0,
35626,12953.20590209961,783,1342.456003189087,0.0,783,0,0,0,
35627,47604.48602294922,1270,4727.519004821777,0.0,1270,0,0,0,
35629,13175.332046508789,1270,1337.9060077667236,0.0,1270,0,0,0,
35630,14933.143951416016,1270,1252.1909704208374,0.0,1270,0,0,0,
35631,7093.698013305664,1239,593.3599967956543,0.0,1239,0,0,0,
35632,66895.68664550781,1239,11071.703063964844,0.0,1239,0,0,0,
35633,4333.643989562988,1239,332.29799699783325,0.0,1239,0,0,0,
35634,7365.697998046875,1239,552.5049991607666,0.0,1239,0,0,0,
35635,12104.275939941406,1239,587.0659999847412,0.0,1239,0,0,0,
35636,12316.832061767578,1239,1059.6989994049072,0.0,1239,0,0,0,
35637,17377.05307006836,1239,2260.946990966797,0.0,1239,0,0,0,
35638,59711.64761352539,1239,7920.05109167099,0.0,1239,0,0,0,
35639,18422.04605102539,1239,1054.9649896621704,0.0,1239,0,0,0,
35640,10828.763977050781,1239,536.9209985733032,0.0,1239,0,0,0,
35641,5086.568961143494,1239,381.925998210907,0.0,1239,0,0,0,
35642,6623.860969543457,1239,387.7449975013733,0.0,1239,0,0,0,
35643,9601.682006835938,1239,423.4610013961792,0.0,1239,0,0,0,
35644,16354.307006835938,1239,1187.3309955596924,0.0,1239,0,0,0,
35645,10536.349029541016,1239,375.90699768066406,0.0,1239,0,0,0,
35646,9287.291030883789,1239,451.9499969482422,0.0,1239,0,0,0,
35647,0.0010000000474974513,1239,0.0,0.0,1239,0,0,0,
35648,67074.22325134277,1239,19116.014919757843,0.0,1239,0,0,0,
35649,45638.94674682617,1239,6124.6819896698,0.0,1239,0,0,0,
35650,5154.160980224609,1239,388.566002368927,0.0,1239,0,0,0,
35651,5950.8010330200195,1239,425.9689998626709,0.0,1239,0,0,0,
35652,5327.399024963379,1239,313.2659969329834,0.0,1239,0,0,0,
35653,8124.544998168945,1239,645.0700006484985,0.0,1239,0,0,0,
35654,7338.7609786987305,1239,489.8709993362427,0.0,1239,0,0,0,
35655,39450.80682373047,1239,4313.505001068115,0.0,1239,0,0,0,
35656,69834.53607177734,1239,8073.463035583496,0.0,1239,0,0,0,
35657,5463.3489990234375,296,782.2539939880371,0.0,296,0,0,0,
35658,18546.5849609375,1058,3859.954013824463,0.0,1058,0,0,0,
35659,6433.3549728393555,1239,720.9619979858398,0.0,1239,0,0,0,
35660,22952.208038330078,1239,3459.8309650421143,0.0,1239,0,0,0,
35661,9503.326026916504,1239,428.076996922493,0.0,1239,0,0,0,
35662,16002.39614868164,1239,2609.6370038986206,0.0,1239,0,0,0,
35663,7630.7969970703125,1239,504.1109952926636,0.0,1239,0,0,0,
35664,5020.76904296875,1239,331.7939987182617,0.0,1239,0,0,0,
35665,4686.037010192871,1239,381.0430212020874,0.0,1239,0,0,0,
35666,874.7149923108518,1239,101.64999981224537,0.0,1239,0,0,0,
35667,27670.966174276546,1239,3077.650001673959,0.0,1239,0,0,0,
35668,18104.340003967285,1239,2148.764003276825,0.0,1239,0,0,0,
35685,5093.510986328125,1239,414.498996257782,0.0,1239,0,0,0,
35686,8961.862037658691,1239,824.044002532959,0.0,1239,0,0,0,
35687,7209.319969177246,1239,318.53400361537933,0.0,1239,0,0,0,
35725,49.73900228738785,1270,11.312000706791878,36099.93223571777,1270,1252,123,123,48.75
35726,31197.128936767578,1270,4243.009978294373,890.0189944575541,1270,456,123,88,48.0
