mp_id,is_production_meter,is_silver_pv,exp_kwh,imp_kwh,best_summer_midday_days,peak_slot_med
18841,False,False,0.0,3817.9291381835938,0,
18842,False,False,0.0,12635.16096496582,0,
18843,False,False,0.0,29547.934020996094,0,
18844,False,False,0.0,12844.284008026125,0,
18845,False,False,0.0,4815.981018066406,0,
18846,False,False,0.0,2107.876004219055,0,
18847,False,False,0.0080000003799796,88076.89624023438,0,39.0
18848,False,False,0.0,57669.80682373047,0,
18849,False,False,0.0,32053.232849121094,0,
18850,False,False,0.0,25209.26885986328,0,
18851,False,False,0.0,3532.5379638671875,0,
18852,False,False,0.0,7323.345003128052,0,
18854,False,False,0.0,12814.377029418943,0,
18855,False,False,0.0,13256.89695739746,0,
18856,False,False,0.0,295.00000431761146,0,
18857,False,False,0.0,10332.291030883787,0,
18858,False,False,0.0,24478.60195922852,0,
18859,False,False,0.0,7758.765029907227,0,
18861,False,False,0.0,14338.48610687256,0,
18862,False,False,0.0,25089.65003967285,0,
18863,False,False,0.0,40004.66278076172,0,
18864,False,False,0.0,6927.237998962402,0,
18865,False,False,0.0,5762.351028442383,0,
18866,False,False,0.0,5910.416969299316,0,
18867,False,False,0.0,8356.135025024414,0,
18868,False,False,0.0,11336.412879943848,0,
18869,False,False,0.0,15476.626007080078,0,
18870,False,False,5.190000057220459,2129.429016113281,0,46.0
18871,False,False,0.0,18457.552856445312,0,
18883,False,False,0.0,11026.7490234375,0,
18884,False,False,0.0,7289.208045959473,0,
18885,False,False,0.0,16927.838012695312,0,
18886,False,False,0.0,8401.740112304688,0,
18887,False,False,0.0,16961.0439453125,0,
18888,False,False,0.0,10125.709022521973,0,
18889,False,False,0.0,5989.452026367188,0,
18890,False,False,0.0,260.7140080295503,0,
18891,False,False,0.0,22459.444999694824,0,
18892,False,False,0.0,26779.343856811523,0,
18895,False,False,0.0,38997.458740234375,0,
18896,False,True,18640.663482666016,4458.439949512482,119,58.0
18897,False,False,0.0,8125.551986694336,0,
18898,True,False,19530.05407714844,0.0080000001471489,123,57.0
18899,False,False,0.0,5779.294021606445,0,
18900,False,False,0.0,9884.851043701172,0,
18901,False,False,0.0,15578.618927001951,0,
18902,False,False,0.0,15964.29606628418,0,
18903,False,False,0.0,20720.95602416992,0,
18904,False,False,0.0,6928.068031311035,0,
18905,False,False,0.0,203.461008310318,0,
18906,True,False,37192.4817199707,29.452001996338367,123,55.0
18907,False,False,355.9300004690885,12482.507049560549,11,53.25
18943,False,False,0.0,26549.58480834961,0,
18944,False,False,0.0,21998.62892150879,0,
18945,False,False,0.0,18221.211349487305,0,
18946,False,False,0.0,12018.520027160645,0,
19423,False,False,0.0,4663.544853210449,0,
19424,False,False,0.0,17302.935089111328,0,
19425,False,False,0.0,13048.269134521484,0,
19426,False,False,0.0,45149.11102294922,0,
19803,False,False,218.73299931548536,949282.71484375,23,54.5
19963,False,False,0.0,132311.28050231934,0,
20043,False,False,0.0,982123.626953125,0,
20303,False,True,1616.750030517578,1348.3199899196625,49,40.5
20663,False,False,0.0,2408.03701210022,0,
22584,True,False,143178233.4078369,25321.48802435398,123,52.0
22786,False,True,25752.98390227556,190541.6551513672,123,50.75
23869,False,False,0.0,17449.736846923828,0,
23905,False,False,0.0,5059.981979370117,0,
23906,False,False,0.0,29964.44006347656,0,
23907,False,False,0.0,25558.12594604492,0,
23908,False,False,0.0,25613.03382873535,0,
23909,False,False,0.0,40214.4638671875,0,
23910,False,False,0.0,35674.38595581055,0,
23911,False,False,0.0,17258.31802368164,0,
23912,False,False,0.0,25156.869827270508,0,
23913,False,False,0.0,26733.511138916016,0,
23914,False,False,0.0,36074.19805908203,0,
23915,False,False,0.0,17467.241928100586,0,
23916,False,False,0.0,24524.92704772949,0,
23917,False,False,0.0,10204.62594985962,0,
23918,False,False,0.0,10881.61589050293,0,
23919,False,False,0.0,19849.711044311523,0,
23920,False,False,0.0,10019.919967651367,0,
23921,False,False,0.0,13640.26300048828,0,
23922,False,False,0.0,33405.35806274414,0,
23923,False,False,0.0,9420.69793701172,0,
23924,False,False,0.0,4879.271045684814,0,
23925,False,False,0.0,6549.413040161133,0,
23926,False,False,0.0,4345.253982543945,0,
23927,False,False,0.0,4750.456023052335,0,
23929,False,False,0.0,17472.627960205078,0,
23930,False,False,0.0,19236.29998779297,0,
23931,False,False,0.0,74548.62855911255,0,
23932,False,False,0.0,12706.756950378418,0,
23933,False,False,0.0,28088.52593231201,0,
23934,False,False,0.0,4798.794946670532,0,
23935,False,False,0.0,11019.454025268557,0,
23936,False,False,0.0,22141.422149658203,0,
23937,False,False,0.0,26749.615997314453,0,
23938,False,False,0.0,15983.413055419922,0,
23939,False,False,0.0,5374.420108795166,0,
23940,False,False,0.0,13409.905975341797,0,
23941,False,False,0.0,9382.63394165039,0,
23942,False,False,0.0,3394.094982147217,0,
23943,False,False,0.0,4795.978996962309,0,
23944,False,False,0.0,4677.115005493164,0,
23945,False,False,0.0,65.46600049734116,0,
23946,False,False,0.0,3406.830987930298,0,
23947,False,False,0.0,6476.282958984375,0,
23948,False,False,0.0,5153.193000793457,0,
