gp_nr;n_meters;n_meters_with_data;meter_max_winter_summer_ratio;meter_min_summer_share;n_heat_pump_like_meters;n_production_only_meters;meter_max_imp_kwh;meter_min_imp_kwh;household_imp_kwh;household_exp_kwh;is_winter_dominant;has_dedicated_hp_meter;has_production_only_meter;is_multi_meter;is_multi_unit;meter_concentration
151970;1;1;6.731325406778433;0.129343928419214;1;0;10653.900984220207;10653.900984220207;10653.900984220207;5439.872944105999;1;0;0;0;0;1.0
152528;1;1;13.090246405709413;0.07097107965370973;1;0;11686.687924508005;11686.687924508005;11686.687924508005;15198.263725496829;1;0;0;0;0;1.0
152557;1;1;;1.0;0;1;6.295000247657299;6.295000247657299;6.295000247657299;3111.024927139282;0;0;1;0;0;1.0
153093;1;1;1.253368428717917;0.44378007042947826;0;0;11746.195960998535;11746.195960998535;11746.195960998535;0.0;0;0;0;0;0;1.0
153783;1;1;6.810247118960336;0.12803692185006246;1;0;13675.623979002237;13675.623979002237;13675.623979002237;16118.446449276991;1;0;0;0;0;1.0
155497;1;1;69.41793633148308;0.014200927378681375;1;0;4618.996993158013;4618.996993158013;4618.996993158013;30704.95834331622;1;0;0;0;0;1.0
156287;1;1;;1.0;0;0;486.7590003013611;486.7590003013611;486.7590003013611;9977.39204788208;0;0;0;0;0;1.0
158544;1;1;13.847763516959029;0.06735021061305332;1;0;9514.844039201736;9514.844039201736;9514.844039201736;11620.498033773736;1;0;0;0;0;1.0
161857;1;1;3.5137990016007334;0.2215428732305911;0;0;8663.28899884224;8663.28899884224;8663.28899884224;6452.7520088249585;0;0;0;0;0;1.0
162827;1;1;35.52380269135232;0.02737940538258269;1;0;6893.686012415215;6893.686012415215;6893.686012415215;21760.181987494463;1;0;0;0;0;1.0
162973;3;3;6.092676831393693;0.1409904925561796;2;0;153781.9371433258;20766.161105155945;269681.3321919441;82371.72495856101;1;1;0;1;0;0.5702357515568501
163954;1;1;7.2882410631256995;0.12065286137115266;1;0;10374.490976803005;10374.490976803005;10374.490976803005;6110.638922349201;1;0;0;0;0;1.0
164222;1;1;244.69796653353902;0.0040700377545187984;1;0;15985.006000243127;15985.006000243127;15985.006000243127;54648.00301739643;1;0;0;0;0;1.0
164237;2;2;5.1087705024046235;0.16369906180079372;1;0;45420.37499254942;407.99101533775683;45828.366007887176;188790.6595998141;1;1;0;1;0;0.991097413002516
164491;1;1;2.9304037222311865;0.25442678937631535;0;0;14990.019997119904;14990.019997119904;14990.019997119904;10198.299998582224;0;0;0;0;0;1.0
165171;2;2;3.724619751830315;0.21165724492698076;0;0;10706.407988220453;4.145999908447266;10710.5539881289;0.0;0;0;0;1;0;0.9996129051855728
165183;1;1;41.4410065564835;0.02356211789343707;1;0;9603.54298773408;9603.54298773408;9603.54298773408;13574.861797090038;1;0;0;0;0;1.0
165295;1;1;1.3110479707370302;0.4327041293223715;0;0;3431.1979949474335;3431.1979949474335;3431.1979949474335;0.0;0;0;0;0;0;1.0
165585;2;2;;1.0;0;0;1597.846996307373;0.0;1597.846996307373;0.0;0;0;0;1;0;1.0
166831;1;1;3.076856476066011;0.24528702589132018;0;0;9969.3959146142;9969.3959146142;9969.3959146142;13316.125895781326;0;0;0;0;0;1.0
171122;1;1;50.46728061595829;0.019429820033855322;1;0;2949.162979081273;2949.162979081273;2949.162979081273;5469.769965703017;1;0;0;0;0;1.0
171901;1;1;24.675164483331933;0.038948143862883144;1;0;18578.73007502407;18578.73007502407;18578.73007502407;14821.834880837006;1;0;0;0;0;1.0
174453;1;1;13.397318275331635;0.06945737955334362;1;0;8219.643995841965;8219.643995841965;8219.643995841965;11704.21295471955;1;0;0;0;0;1.0
175022;1;1;5.734788413661304;0.14848276420555867;1;0;4948.969956435263;4948.969956435263;4948.969956435263;7690.616033371538;1;0;0;0;0;1.0
175213;1;1;2.908865026772188;0.25582873625743147;0;0;4080.7550198435783;4080.7550198435783;4080.7550198435783;20830.752979643294;0;0;0;0;0;1.0
175356;1;1;8.095492538485564;0.10994456823187104;1;0;34488.11107647419;34488.11107647419;34488.11107647419;16051.517944624415;1;0;0;0;0;1.0
175514;1;1;1.9097087779461976;0.3436770056094221;0;0;2577.3690230175853;2577.3690230175853;2577.3690230175853;17942.1386598869;0;0;0;0;0;1.0
175560;1;1;0.6608996667424494;0.6020833287066142;0;0;3046.75500176847;3046.75500176847;3046.75500176847;1959.1350049972534;0;0;0;0;0;1.0
176306;1;1;1.9569885859535636;0.3381818938193575;0;0;9773.142035007477;9773.142035007477;9773.142035007477;29096.141989029944;0;0;0;0;0;1.0
177379;1;1;16.904526081352998;0.05585179945318232;1;0;3121.759985756129;3121.759985756129;3121.759985756129;2987.9879444264807;1;0;0;0;0;1.0
179215;1;1;7.710675976289363;0.11480165290524183;1;0;19091.298033237457;19091.298033237457;19091.298033237457;9337.995981816668;1;0;0;0;0;1.0
184486;2;2;3.4380032584800255;0.2253265583095788;0;0;3930.7079813033342;2179.6969998925924;6110.404981195927;12181.419632639503;0;0;0;1;0;0.6432810907623372
185674;2;2;2.0100582240498888;0.332219487320929;0;0;10201.259107232094;6316.453000664711;16517.712107896805;0.0;0;0;0;1;0;0.6175951633371225
186396;1;1;33.835325914484656;0.028706491865609227;1;0;3007.8270118534565;3007.8270118534565;3007.8270118534565;1636.99898514722;1;0;0;0;0;1.0
186748;1;1;38.1796729156383;0.025523439211787215;1;0;8054.431985467672;8054.431985467672;8054.431985467672;20335.56001234334;1;0;0;0;0;1.0
187213;3;3;9.419390245404177;0.09597490605950608;1;0;26040.31198000908;19287.878005504608;66494.38298153877;0.0;1;1;0;1;0;0.3916167172682662
187258;1;1;4.664066690437062;0.17655159351996186;1;0;21759.342967834324;21759.342967834324;21759.342967834324;19695.094735215884;1;0;0;0;0;1.0
191828;1;1;58.79917652673447;0.01672263830510992;1;0;4649.358039163053;4649.358039163053;4649.358039163053;6150.041887726053;1;0;0;0;0;1.0
192082;1;1;;1.0;0;0;9331.932975769043;9331.932975769043;9331.932975769043;0.5650000133318824;0;0;0;0;0;1.0
194098;1;1;7.668228565592697;0.11536382461917975;1;0;36498.214057445526;36498.214057445526;36498.214057445526;0.0;1;0;0;0;0;1.0
194265;1;1;77.88469600055829;0.01267673009721585;1;0;4892.532997213304;4892.532997213304;4892.532997213304;17115.31502533378;1;0;0;0;0;1.0
194423;1;1;3.2553623716486584;0.23499761304994787;0;0;4397.168020248413;4397.168020248413;4397.168020248413;5011.72897233977;0;0;0;0;0;1.0
195088;1;1;84.61865776219679;0.01167969723115106;1;0;4255.2710249666125;4255.2710249666125;4255.2710249666125;8912.130948062986;1;0;0;0;0;1.0
197257;2;2;27.697270461805147;0.03484651968315097;1;0;9793.352951698005;7969.139012929052;17762.491964627057;31742.742010966875;1;1;0;1;0;0.5513501692893589
198827;1;1;445.1165769622402;0.0022415665582510764;1;0;11760.828970901668;11760.828970901668;11760.828970901668;32955.00489780062;1;0;0;0;0;1.0
201264;1;1;8.679977250741178;0.10330602790656682;1;0;2544.8710011541843;2544.8710011541843;2544.8710011541843;7895.918786348659;1;0;0;0;0;1.0
201391;1;1;88.93613625991102;0.011119001122196857;1;0;5122.989004075527;5122.989004075527;5122.989004075527;22506.118224394275;1;0;0;0;0;1.0
215480;1;1;7.510383452955713;0.11750351855799088;1;0;60057.36900639534;60057.36900639534;60057.36900639534;22550.414977178443;1;0;0;0;0;1.0
215929;1;1;;1.0;0;0;57.389998719096184;57.389998719096184;57.389998719096184;2994.538939848542;0;0;0;0;0;1.0
222824;1;1;3.763676731582965;0.20992188520477142;0;0;3491.2669918779284;3491.2669918779284;3491.2669918779284;12091.831019169069;0;0;0;0;0;1.0
223900;1;1;81.28844374162611;0.012152374677784118;1;0;4853.5931232869625;4853.5931232869625;4853.5931232869625;10294.60896864289;1;0;0;0;0;1.0
226011;1;1;;1.0;0;0;535.4710029885173;535.4710029885173;535.4710029885173;8506.259113311768;0;0;0;0;0;1.0
227509;1;1;2.609881814950099;0.27701737931102416;0;0;23245.504990236368;23245.504990236368;23245.504990236368;0.0;0;0;0;0;0;1.0
227913;1;1;1.8846069896554607;0.346667675557231;0;0;14022.697978019714;14022.697978019714;14022.697978019714;0.0;0;0;0;0;0;1.0
228831;1;1;0.050564051039274055;0.9518696161464374;0;0;39953.61298131943;39953.61298131943;39953.61298131943;0.0;0;0;0;0;0;1.0
228837;1;1;1.5708501370081718;0.38897638785112165;0;0;14642.941973686218;14642.941973686218;14642.941973686218;0.0;0;0;0;0;0;1.0
241341;1;1;0.728831018562739;0.5784255310454508;0;0;23669.2189950943;23669.2189950943;23669.2189950943;0.0;0;0;0;0;0;1.0
552884;1;1;11.080755259585624;0.08277628165726954;1;0;9791.41995126754;9791.41995126754;9791.41995126754;17196.79867206316;1;0;0;0;0;1.0
553509;1;1;5.24967359997483;0.1600083562770426;1;0;11239.457041025162;11239.457041025162;11239.457041025162;12201.91400125483;1;0;0;0;0;1.0
555287;1;1;28.686593201840417;0.03368523943454735;1;0;8965.062973221764;8965.062973221764;8965.062973221764;12271.793948039995;1;0;0;0;0;1.0
556799;1;1;9.336408088324806;0.09674540628185158;1;0;12739.699011415243;12739.699011415243;12739.699011415243;4542.555962958839;1;0;0;0;0;1.0
556837;1;1;;1.0;0;0;1230.646998256445;1230.646998256445;1230.646998256445;3259.7029786370695;0;0;0;0;0;1.0
571965;1;1;3.946403213086404;0.20216710141105354;0;0;37787.49998164177;37787.49998164177;37787.49998164177;28374.066025282023;0;0;0;0;0;1.0
582164;1;1;;1.0;0;0;2219.5020022392273;2219.5020022392273;2219.5020022392273;0.0;0;0;0;0;0;1.0
