mp_id;year;month;direction;kwh;n_days;midday_kwh;night_kwh;plz
100811;2023;9;bezug;0.0;30;0.0;0.0;5622
100811;2023;9;einsp;0.0;30;0.0;0.0;5622
100811;2023;10;bezug;0.0;31;0.0;0.0;5622
100811;2023;10;einsp;0.0;31;0.0;0.0;5622
100811;2023;11;bezug;0.0;30;0.0;0.0;5622
100811;2023;11;einsp;0.0;30;0.0;0.0;5622
100811;2023;12;bezug;0.0;31;0.0;0.0;5622
100811;2023;12;einsp;0.0;31;0.0;0.0;5622
100811;2024;1;bezug;0.0;31;0.0;0.0;5622
100811;2024;1;einsp;0.0;31;0.0;0.0;5622
100811;2024;2;bezug;0.0;29;0.0;0.0;5622
100811;2024;2;einsp;0.0;29;0.0;0.0;5622
100811;2024;3;bezug;15.651999831199646;31;1.9779999190941453;1.715999886393547;5622
100811;2024;3;einsp;155.80000062286854;31;70.91499632410705;0.03700000140815973;5622
100811;2024;4;bezug;52.72599923610687;30;1.71500003838446;13.0329999178648;5622
100811;2024;4;einsp;548.4029939472675;30;295.17900306964293;0.12100000295322388;5622
100811;2024;5;bezug;22.513999700546265;31;0.7329999847570434;5.173999726772308;5622
100811;2024;5;einsp;979.1339945793152;31;455.3949941024184;0.05900000256951898;5622
100811;2024;6;bezug;21.18200021982193;30;0.4790000088978559;4.975999668240547;5622
100811;2024;6;einsp;1096.211018562317;30;423.7830075696111;0.07400000293273479;5622
100811;2024;7;bezug;19.94999986886978;31;0.1280000041006133;5.0869995802640915;5622
100811;2024;7;einsp;1429.2970123291016;31;604.8490171432495;0.06000000226777047;5622
100811;2024;8;bezug;22.13899976015091;31;0.3949999964097515;5.125999599695206;5622
100811;2024;8;einsp;1156.8910067081451;31;522.7300000488758;0.08100000326521695;5622
100811;2024;9;bezug;27.765998899936676;30;1.7540000081062317;5.110999628901482;5622
100811;2024;9;einsp;560.4619964361191;30;284.5419950829819;0.07100000290665776;5622
100811;2024;11;bezug;427.3239996433258;30;31.711000081151724;64.27499936521053;5622
100811;2024;11;einsp;2.274000024423003;30;0.796000017086044;0.004000000189989805;5622
100811;2024;12;bezug;692.3250122070312;31;32.95999938622117;105.8399987667799;5622
100811;2024;12;einsp;1.5750000355765224;31;0.8680000342428684;0.0020000000949949026;5622
100811;2025;1;bezug;657.9720115661621;31;19.164999324828386;104.08400106430054;5622
100811;2025;1;einsp;1.751000041142106;31;0.7720000245608389;0.003000000026077032;5622
100811;2025;2;bezug;442.9930065870285;28;13.171999756246805;78.98100037872791;5622
100811;2025;2;einsp;1.988000065088272;28;0.5680000211577863;0.011000000406056643;5622
100811;2025;3;bezug;89.34900140762329;31;6.242999778594822;15.80100017786026;5622
100811;2025;3;einsp;273.30599707365036;31;116.619000592269;0.05800000240560621;5622
100811;2025;4;bezug;25.572999358177185;30;0.7790000049863011;5.202999770641327;5622
100811;2025;4;einsp;839.4679993540049;30;417.56700509414077;0.1940000036265701;5622
100811;2025;5;bezug;23.06099969148636;31;0.7529999907128513;5.13799974322319;5622
100811;2025;5;einsp;1071.485005274415;31;484.52499192394316;0.12200000369921327;5622
100811;2025;6;bezug;19.959000051021576;30;0.5109999964479357;5.390999928116798;5622
100811;2025;6;einsp;1502.9860076904297;30;552.4780006408691;0.055000001564621925;5622
100811;2025;7;bezug;22.06499981880188;31;0.33799999894108623;5.583999887108803;5622
100811;2025;7;einsp;1315.5299816131592;31;528.9619998931885;0.05299999983981252;5622
100811;2025;8;bezug;22.26199972629547;31;0.40400000964291394;5.207999587059021;5622
100811;2025;8;einsp;1126.7600145339966;31;521.6210045814514;0.05200000153854489;5622
100811;2025;9;bezug;26.2869992852211;30;0.7349999955622479;4.869999542832375;5622
100811;2025;9;einsp;611.0490009635687;30;321.81499801110476;0.05500000237952918;5622
100811;2025;10;bezug;54.30999892950058;31;4.00500001385808;9.484999522566795;5622
100811;2025;10;einsp;56.78900013491511;31;22.666001092642546;0.0670000019017607;5622
100811;2025;11;bezug;496.11899983882904;30;22.69800005853176;85.87900042533875;5622
100811;2025;11;einsp;1.7660000016912818;30;0.6880000103265047;0.010000000474974513;5622
100811;2025;12;bezug;833.8920078277588;31;56.96100058220327;124.52799868583679;5622
100811;2025;12;einsp;0.8440000163391232;31;0.3690000211354345;0.0;5622
100811;2026;1;bezug;1245.944980621338;31;96.28199911490083;196.83499859273434;5622
100811;2026;1;einsp;1.102000002283603;31;0.5390000243205577;0.003000000026077032;5622
100811;2026;2;bezug;284.8690065741539;28;12.250000277534127;76.08799897134304;5622
100811;2026;2;einsp;24.91099974885583;28;2.4060000251047313;0.012000000569969416;5622
100811;2026;3;bezug;78.22700089216232;31;4.762000065296888;14.180999740958214;5622
100811;2026;3;einsp;235.36600322276354;31;101.20899855624884;0.04300000157672912;5622
100811;2026;4;bezug;25.76599931716919;30;1.2380000215489417;4.998999774456024;5622
100811;2026;4;einsp;760.6089963875711;30;415.70399863645434;0.0820000022649765;5622
100811;2026;5;bezug;21.747999489307404;31;0.3320000037783757;5.203999802470207;5622
100811;2026;5;einsp;1261.0229940414429;31;553.0469961166382;0.08600000280421227;5622
100811;2026;6;bezug;18.352999985218048;30;0.4140000061597675;4.937999710440636;5622
100811;2026;6;einsp;1416.1640043258667;30;556.9779939651489;0.054000001517124474;5622
