amplitude_kw,minimum_duration_hours,family,weekly_score_cutoff,minimum_evidence_weeks,score_floor,flagged,new_positive_overrides,accuracy,balanced_accuracy,pr_auc,precision,recall,f1,brier
1.5,2.0,block,0.95,2,0.7,33,19,0.47761194029850745,0.6172506738544474,0.5110230522490633,0.26666666666666666,0.8571428571428571,0.4067796610169492,0.28060999380847895
1.5,2.0,block,0.95,2,0.9,33,19,0.47761194029850745,0.6172506738544474,0.21921453523046228,0.26666666666666666,0.8571428571428571,0.4067796610169492,0.4009883182768368
1.5,2.0,block,0.95,3,0.7,21,11,0.5671641791044776,0.6475741239892183,0.5291157956557668,0.2972972972972973,0.7857142857142857,0.43137254901960786,0.23858465438183332
1.5,2.0,block,0.95,3,0.9,21,11,0.5671641791044776,0.6475741239892183,0.266868162336705,0.2972972972972973,0.7857142857142857,0.43137254901960786,0.30921450686301777
1.5,2.0,block,0.95,4,0.7,17,9,0.5970149253731343,0.6664420485175202,0.5349629576744633,0.3142857142857143,0.7857142857142857,0.4489795918367347,0.22411435070896876
1.5,2.0,block,0.95,4,0.9,17,9,0.5970149253731343,0.6664420485175202,0.2780453421434025,0.3142857142857143,0.7857142857142857,0.4489795918367347,0.2816098748319442
1.5,2.0,plateau,0.85,1,0.7,10,7,0.6567164179104478,0.7304582210242587,0.5602885485666886,0.36363636363636365,0.8571428571428571,0.5106382978723404,0.19997916636664223
1.5,2.0,plateau,0.85,1,0.9,10,7,0.6567164179104478,0.7304582210242587,0.3442232588144242,0.36363636363636365,0.8571428571428571,0.5106382978723404,0.23101820381433485
1.5,2.0,plateau,0.85,2,0.7,2,1,0.7164179104477612,0.7419137466307277,0.5788345209162877,0.4074074074074074,0.7857142857142857,0.5365853658536586,0.17645172774612983
1.5,2.0,plateau,0.85,2,0.9,2,1,0.7164179104477612,0.7419137466307277,0.48232091547411093,0.4074074074074074,0.7857142857142857,0.5365853658536586,0.1806990641470914
1.5,2.0,plateau,0.85,3,0.7,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.85,3,0.9,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.85,4,0.7,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.85,4,0.9,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.9,1,0.7,3,3,0.6865671641791045,0.7230458221024259,0.5637846008412017,0.3793103448275862,0.7857142857142857,0.5116279069767442,0.18672551905294968
1.5,2.0,plateau,0.9,1,0.9,3,3,0.6865671641791045,0.7230458221024259,0.3858522157659595,0.3793103448275862,0.7857142857142857,0.5116279069767442,0.2010538772619049
1.5,2.0,plateau,0.9,2,0.7,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.9,2,0.9,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.9,3,0.7,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.9,3,0.9,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.9,4,0.7,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.9,4,0.9,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.95,1,0.7,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.95,1,0.9,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.95,2,0.7,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
1.5,2.0,plateau,0.95,2,0.9,0,0,0.7313432835820896,0.7513477088948787,0.5883972887660776,0.4230769230769231,0.7857142857142857,0.55,0.1698718441082243
