direction,amplitude_kw,minimum_duration_hours,rise_kw_per_15min,relative_mad_max,paired_edge_required,minimum_events,minimum_evidence_weeks,score_floor,score_ceiling,evidence_flags,changed_predictions,accuracy,balanced_accuracy,pr_auc,precision,recall,f1,brier
positive_rescue,1.5,1.5,1.0,0.2,True,2,2,0.9,0.3,59,37,0.26865671641791045,0.5377358490566038,0.1790621100445066,0.2222222222222222,1.0,0.36363636363636365,0.6037163613152559
positive_rescue,1.5,1.5,1.0,0.2,True,2,2,0.9,0.1,59,37,0.26865671641791045,0.5377358490566038,0.1790621100445066,0.2222222222222222,1.0,0.36363636363636365,0.6037163613152559
negative_veto,1.5,1.5,1.0,0.2,True,2,2,0.7,0.3,59,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.2,True,2,2,0.9,0.3,59,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.2,True,2,2,0.9,0.1,59,4,0.6716417910447762,0.6084905660377358,0.4078640367630305,0.3181818181818182,0.5,0.3888888888888889,0.20893029187358564
two_way,1.5,1.5,1.0,0.2,True,2,2,0.7,0.3,59,41,0.208955223880597,0.3948787061994609,0.3694646220069948,0.1694915254237288,0.7142857142857143,0.273972602739726,0.40469192385236125
two_way,1.5,1.5,1.0,0.2,True,2,2,0.9,0.3,59,41,0.208955223880597,0.3948787061994609,0.1845574387947269,0.1694915254237288,0.7142857142857143,0.273972602739726,0.6254131627549064
two_way,1.5,1.5,1.0,0.2,True,2,2,0.9,0.1,59,41,0.208955223880597,0.3948787061994609,0.18167143590872403,0.1694915254237288,0.7142857142857143,0.273972602739726,0.6427748090806172
positive_rescue,1.5,1.5,1.0,0.2,True,3,1,0.7,0.3,58,36,0.2835820895522388,0.5471698113207547,0.48356239904740317,0.22580645161290322,1.0,0.3684210526315789,0.37639703342313247
positive_rescue,1.5,1.5,1.0,0.2,True,3,1,0.9,0.3,58,36,0.2835820895522388,0.5471698113207547,0.18210712962227488,0.22580645161290322,1.0,0.3684210526315789,0.5923421529226927
positive_rescue,1.5,1.5,1.0,0.2,True,3,1,0.9,0.1,58,36,0.2835820895522388,0.5471698113207547,0.18210712962227488,0.22580645161290322,1.0,0.3684210526315789,0.5923421529226927
negative_veto,1.5,1.5,1.0,0.2,True,3,1,0.7,0.3,58,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.2,True,3,1,0.9,0.3,58,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.2,True,3,1,0.9,0.1,58,4,0.6716417910447762,0.6084905660377358,0.4081489911703253,0.3181818181818182,0.5,0.3888888888888889,0.2083642017586862
two_way,1.5,1.5,1.0,0.2,True,3,1,0.7,0.3,58,40,0.22388059701492538,0.40431266846361186,0.37174108798135497,0.1724137931034483,0.7142857142857143,0.2777777777777778,0.39809383486278305
two_way,1.5,1.5,1.0,0.2,True,3,1,0.9,0.3,58,40,0.22388059701492538,0.40431266846361186,0.187668838391864,0.1724137931034483,0.7142857142857143,0.2777777777777778,0.6140389543623431
two_way,1.5,1.5,1.0,0.2,True,3,1,0.9,0.1,58,40,0.22388059701492538,0.40431266846361186,0.18375876996566654,0.1724137931034483,0.7142857142857143,0.2777777777777778,0.6308345105731545
positive_rescue,1.5,1.5,1.0,0.2,True,3,2,0.7,0.3,58,36,0.2835820895522388,0.5471698113207547,0.48356239904740317,0.22580645161290322,1.0,0.3684210526315789,0.37639703342313247
positive_rescue,1.5,1.5,1.0,0.2,True,3,2,0.9,0.3,58,36,0.2835820895522388,0.5471698113207547,0.18210712962227488,0.22580645161290322,1.0,0.3684210526315789,0.5923421529226927
positive_rescue,1.5,1.5,1.0,0.2,True,3,2,0.9,0.1,58,36,0.2835820895522388,0.5471698113207547,0.18210712962227488,0.22580645161290322,1.0,0.3684210526315789,0.5923421529226927
negative_veto,1.5,1.5,1.0,0.2,True,3,2,0.7,0.3,58,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.2,True,3,2,0.9,0.3,58,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.2,True,3,2,0.9,0.1,58,4,0.6716417910447762,0.6084905660377358,0.4081489911703253,0.3181818181818182,0.5,0.3888888888888889,0.2083642017586862
two_way,1.5,1.5,1.0,0.2,True,3,2,0.7,0.3,58,40,0.22388059701492538,0.40431266846361186,0.37174108798135497,0.1724137931034483,0.7142857142857143,0.2777777777777778,0.39809383486278305
two_way,1.5,1.5,1.0,0.2,True,3,2,0.9,0.3,58,40,0.22388059701492538,0.40431266846361186,0.187668838391864,0.1724137931034483,0.7142857142857143,0.2777777777777778,0.6140389543623431
two_way,1.5,1.5,1.0,0.2,True,3,2,0.9,0.1,58,40,0.22388059701492538,0.40431266846361186,0.18375876996566654,0.1724137931034483,0.7142857142857143,0.2777777777777778,0.6308345105731545
positive_rescue,1.5,1.5,1.0,0.4,False,2,1,0.7,0.3,61,39,0.23880597014925373,0.5188679245283019,0.4780227956567241,0.2153846153846154,1.0,0.35443037974683544,0.397124798623421
positive_rescue,1.5,1.5,1.0,0.4,False,2,1,0.9,0.3,61,39,0.23880597014925373,0.5188679245283019,0.17326781592818552,0.2153846153846154,1.0,0.35443037974683544,0.6273982763319365
positive_rescue,1.5,1.5,1.0,0.4,False,2,1,0.9,0.1,61,39,0.23880597014925373,0.5188679245283019,0.17326781592818552,0.2153846153846154,1.0,0.35443037974683544,0.6273982763319365
negative_veto,1.5,1.5,1.0,0.4,False,2,1,0.7,0.3,61,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.4,False,2,1,0.9,0.3,61,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.4,False,2,1,0.9,0.1,61,4,0.6716417910447762,0.6084905660377358,0.4078640367630305,0.3181818181818182,0.5,0.3888888888888889,0.20918998568673583
two_way,1.5,1.5,1.0,0.4,False,2,1,0.7,0.3,61,43,0.1791044776119403,0.37601078167115903,0.3651294061130126,0.16393442622950818,0.7142857142857143,0.26666666666666666,0.41882160006307156
two_way,1.5,1.5,1.0,0.4,False,2,1,0.9,0.3,61,43,0.1791044776119403,0.37601078167115903,0.17863448027382453,0.16393442622950818,0.7142857142857143,0.26666666666666666,0.6490950777715871
two_way,1.5,1.5,1.0,0.4,False,2,1,0.9,0.1,61,43,0.1791044776119403,0.37601078167115903,0.1767975112726764,0.16393442622950818,0.7142857142857143,0.26666666666666666,0.666716417910448
positive_rescue,1.5,1.5,1.0,0.4,False,2,2,0.7,0.3,61,39,0.23880597014925373,0.5188679245283019,0.4780227956567241,0.2153846153846154,1.0,0.35443037974683544,0.397124798623421
positive_rescue,1.5,1.5,1.0,0.4,False,2,2,0.9,0.3,61,39,0.23880597014925373,0.5188679245283019,0.17326781592818552,0.2153846153846154,1.0,0.35443037974683544,0.6273982763319365
positive_rescue,1.5,1.5,1.0,0.4,False,2,2,0.9,0.1,61,39,0.23880597014925373,0.5188679245283019,0.17326781592818552,0.2153846153846154,1.0,0.35443037974683544,0.6273982763319365
negative_veto,1.5,1.5,1.0,0.4,False,2,2,0.7,0.3,61,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.4,False,2,2,0.9,0.3,61,4,0.6716417910447762,0.6084905660377358,0.4429137780627719,0.3181818181818182,0.5,0.3888888888888889,0.1915686455478749
negative_veto,1.5,1.5,1.0,0.4,False,2,2,0.9,0.1,61,4,0.6716417910447762,0.6084905660377358,0.4078640367630305,0.3181818181818182,0.5,0.3888888888888889,0.20918998568673583
two_way,1.5,1.5,1.0,0.4,False,2,2,0.7,0.3,61,43,0.1791044776119403,0.37601078167115903,0.3651294061130126,0.16393442622950818,0.7142857142857143,0.26666666666666666,0.41882160006307156
two_way,1.5,1.5,1.0,0.4,False,2,2,0.9,0.3,61,43,0.1791044776119403,0.37601078167115903,0.17863448027382453,0.16393442622950818,0.7142857142857143,0.26666666666666666,0.6490950777715871
